Year,Date,Plot,Treatment,Rep,Family,Genus,Hunting Method,Life Stage,Average Alfalfa Height (cm),Average SS Height (cm),
2022,7/27/2022,D1,Stakes,3,Thomisidae,Misumenoidies,Mobile,Juvenile,32,N/A,
2022,7/27/2022,D1,Stakes,3,Philodromidae,Philodromus ,Mobile,Adult,32,N/A,
2022,7/27/2022,D2,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,26.5,N/A,
2022,7/27/2022,D2,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,26.5,N/A,
2022,7/27/2022,D2,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,26.5,N/A,
2022,7/27/2022,D2,Stakes,1,Thomisidae,Misumenoidies,Mobile,Juvenile,26.5,N/A,
2022,7/27/2022,D2,Stakes,1,Linyphiidae,N/A,Web,Adult,26.5,N/A,
2022,7/27/2022,D2,Stakes,1,Unidentified,N/A,Web,Juvenile,26.5,N/A,
2022,7/27/2022,D2,Stakes,2,Thomisidae,Misumenoidies,Mobile,Adult,27.5,N/A,
2022,7/27/2022,D2,Stakes,2,Tetragnathidae,Pachygnatha,Web,Adult,27.5,N/A,
2022,7/27/2022,D2,Stakes,2,Tetragnathidae,Pachygnatha,Web,Juvenile,27.5,N/A,
2022,7/27/2022,D2,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,7/27/2022,D2,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,7/27/2022,D2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,28.5,N/A,
2022,7/27/2022,D2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,28.5,N/A,
2022,7/27/2022,D2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,28.5,N/A,
2022,7/27/2022,D2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,28.5,N/A,
2022,7/27/2022,D2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,28.5,N/A,
2022,7/27/2022,D2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,28.5,N/A,
2022,7/27/2022,D2,Stakes,3,Philodromidae,Philodromus ,Mobile,Adult,28.5,N/A,
2022,7/27/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Tetragnathidae,Pachygnatha,Web,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Thomisidae,Misumenoidies,Mobile,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Thomisidae,Misumenoidies,Mobile,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Thomisidae,Misumenoidies,Mobile,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Thomisidae,Misumenoidies,Mobile,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Thomisidae,Misumenoidies,Mobile,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Linyphiidae,N/A,Web,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Mysmenidae,Mysmena,Web,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Mysmenidae,Mysmena,Web,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,1,Mysmenidae,Mysmena,Web,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,2,Thomisidae,Misumenoidies,Mobile,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,2,Thomisidae,Misumenoidies,Mobile,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,2,Thomisidae,Misumenoidies,Mobile,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,2,Thomisidae,Misumenoidies,Mobile,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,2,Mysmenidae,Mysmena,Web,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,2,Unidentified,N/A,Web,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,2,Unidentified,N/A,Web,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,28,48,
2022,7/27/2022,D3,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,3,Thomisidae,Misumenoidies,Mobile,Juvenile,28,48,
2022,7/27/2022,D3,Stakes + SS,3,Thomisidae,Misumenoidies,Mobile,Juvenile,28,48,
2022,7/27/2022,D4,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,25.5,N/A,
2022,7/27/2022,D4,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,25.5,N/A,
2022,7/27/2022,D4,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,25.5,N/A,
2022,7/27/2022,D4,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,25.5,N/A,
2022,7/27/2022,D4,Nothing,1,Thomisidae,Misumenoidies,Mobile,Adult,25.5,N/A,
2022,7/27/2022,D4,Nothing,1,Thomisidae,Misumenoidies,Mobile,Adult,25.5,N/A,
2022,7/27/2022,D4,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,26.5,N/A,
2022,7/27/2022,D4,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,26.5,N/A,
2022,7/27/2022,D4,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,26.5,N/A,
2022,7/27/2022,D4,Nothing,2,Thomisidae,Misumenoidies,Mobile,Adult,26.5,N/A,
2022,7/27/2022,D4,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,7/27/2022,D4,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,7/27/2022,D4,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,7/27/2022,D4,Nothing,3,Mysmenidae,Mysmena,Web,Adult,27.5,N/A,
2022,7/27/2022,D4,Nothing,3,Araneidae,N/A,Web,Adult,27.5,N/A,
2022,7/27/2022,D5,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,33.5,N/A,
2022,7/27/2022,D5,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,33.5,N/A,
2022,7/27/2022,D5,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,33.5,N/A,
2022,7/27/2022,D5,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,33.5,N/A,
2022,7/27/2022,D5,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,33.5,N/A,
2022,7/27/2022,D5,Nothing,1,Tetragnathidae,Tetragnatha,Web,Juvenile,33.5,N/A,
2022,7/27/2022,D5,Nothing,1,Tetragnathidae,Pachygnatha,Web,Adult,33.5,N/A,
2022,7/27/2022,D5,Nothing,1,Thomisidae,Misumenoidies,Mobile,Adult,33.5,N/A,
2022,7/27/2022,D5,Nothing,1,Theridosomatidae,Theridosoma,Web,Adult,33.5,N/A,
2022,7/27/2022,D5,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,7/27/2022,D5,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,7/27/2022,D5,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,7/27/2022,D5,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,7/27/2022,D5,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,7/27/2022,D5,Nothing,2,Thomisidae,Misumenoidies,Mobile,Adult,34.5,N/A,
2022,7/27/2022,D5,Nothing,2,Tetragnathidae,Glenognatha,Web,Adult,34.5,N/A,
2022,7/27/2022,D5,Nothing,2,Unidentified,N/A,Web,Juvenile,34.5,N/A,
2022,7/27/2022,D5,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,35.5,N/A,
2022,7/27/2022,D5,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,35.5,N/A,
2022,7/27/2022,D5,Nothing,3,Thomisidae,Misumenoidies,Mobile,Juvenile,35.5,N/A,
2022,7/27/2022,D5,Nothing,3,Mysmenidae,Mysmena,Web,Juvenile,35.5,N/A,
2022,7/27/2022,D6,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,28.5,N/A,
2022,7/27/2022,D6,Nothing,1,Tetragnathidae,Glenognatha,Web,Adult,28.5,N/A,
2022,7/27/2022,D6,Nothing,1,Philodromidae,Philodromus ,Mobile,Adult,28.5,N/A,
2022,7/27/2022,D6,Nothing,1,Oxyopidae,Oxyopes,Mobile,Adult,28.5,N/A,
2022,7/27/2022,D6,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,29.5,N/A,
2022,7/27/2022,D6,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,29.5,N/A,
2022,7/27/2022,D6,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,29.5,N/A,
2022,7/27/2022,D6,Nothing,2,Salticidae,N/A,Mobile,Adult,29.5,N/A,
2022,7/27/2022,D6,Nothing,2,Salticidae,N/A,Mobile,Adult,29.5,N/A,
2022,7/27/2022,D6,Nothing,2,Salticidae,N/A,Mobile,Adult,29.5,N/A,
2022,7/27/2022,D6,Nothing,2,Thomisidae,Misumenoidies,Mobile,Adult,29.5,N/A,
2022,7/27/2022,D6,Nothing,2,Unidentified,N/A,Web,Juvenile,29.5,N/A,
2022,7/27/2022,D6,Nothing,2,Unidentified,N/A,Web,Juvenile,29.5,N/A,
2022,7/27/2022,D6,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,30.5,N/A,
2022,7/27/2022,D6,Nothing,3,Thomisidae,Misumenoidies,Mobile,Adult,30.5,N/A,
2022,7/27/2022,D6,Nothing,3,Araneidae,N/A,Web,Adult,30.5,N/A,
2022,7/27/2022,E1,SS,1,Thomisidae,Misumenoidies,Mobile,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Thomisidae,Misumenoidies,Mobile,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Thomisidae,Misumenoidies,Mobile,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Thomisidae,Misumenoidies,Mobile,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Thomisidae,Misumenoidies,Mobile,Juvenile,32,56.5,
2022,7/27/2022,E1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Mysmenidae,Mysmena,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Salticidae,N/A,Mobile,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Salticidae,N/A,Mobile,Adult,32,56.5,
2022,7/27/2022,E1,SS,1,Unidentified,N/A,N/A,Juvenile,32,56.5,
2022,7/27/2022,E1,SS,1,Theridosomatidae,N/A,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,2,Thomisidae,Misumenoidies,Mobile,Adult,32,56.5,
2022,7/27/2022,E1,SS,2,Thomisidae,Misumenoidies,Mobile,Adult,32,56.5,
2022,7/27/2022,E1,SS,2,Thomisidae,Misumenoidies,Mobile,Adult,32,56.5,
2022,7/27/2022,E1,SS,2,Theridosomatidae,N/A,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,3,Lycosidae,N/A,Mobile,Adult,32,56.5,
2022,7/27/2022,E1,SS,3,Araneidae,N/A,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,3,Araneidae,N/A,Web,Adult,32,56.5,
2022,7/27/2022,E1,SS,3,Salticidae,N/A,Mobile,Juvenile,32,56.5,
2022,7/27/2022,E2,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,1,Mysmenidae,Mysmena,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,1,Thomisidae,Misumenoidies,Mobile,Juvenile,33.5,43.5,
2022,7/27/2022,E2,SS,1,Thomisidae,Misumenoidies,Mobile,Juvenile,33.5,43.5,
2022,7/27/2022,E2,SS,1,Thomisidae,Misumenoidies,Mobile,Juvenile,33.5,43.5,
2022,7/27/2022,E2,SS,1,Tetragnathidae,Glenognatha,Web,Juvenile,33.5,43.5,
2022,7/27/2022,E2,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,2,Thomisidae,Misumenoidies,Mobile,Juvenile,33.5,43.5,
2022,7/27/2022,E2,SS,2,Thomisidae,Misumenoidies,Mobile,Juvenile,33.5,43.5,
2022,7/27/2022,E2,SS,2,Thomisidae,Misumenoidies,Mobile,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,2,Tetragnathidae,Pachygnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,2,Mysmenidae,Mysmena,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,3,Thomisidae,Misumenoidies,Mobile,Adult,33.5,43.5,
2022,7/27/2022,E2,SS,3,Thomisidae,Misumenoidies,Mobile,Juvenile,33.5,43.5,
2022,7/27/2022,E2,SS,3,Salticidae,N/A,Mobile,Adult,33.5,43.5,
2022,8/4/2022,A1,Nothing,1,Salticidae,Sassacus,Mobile,Adult,24.5,N/A,
2022,8/4/2022,A1,Nothing,1,Salticidae,Sassacus,Mobile,Adult,24.5,N/A,
2022,8/4/2022,A1,Nothing,1,Salticidae,Sassacus,Mobile,Adult,24.5,N/A,
2022,8/4/2022,A1,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,24.5,N/A,
2022,8/4/2022,A1,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,24.5,N/A,
2022,8/4/2022,A1,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,24.5,N/A,
2022,8/4/2022,A1,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,24.5,N/A,
2022,8/4/2022,A1,Nothing,2,Tetragnathidae,Pachygnatha,Web,Adult,24.5,N/A,
2022,8/4/2022,A1,Nothing,2,Thomisidae,Misumenoides,Mobile,Juvenile,24.5,N/A,
2022,8/4/2022,A1,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,24.5,N/A,
2022,8/4/2022,A2,Stakes + SS,1,Salticidae,Sassacus,Mobile,Adult,22.5,53.5,
2022,8/4/2022,A2,Stakes + SS,2,0,0,0,0,22.5,53.5,
2022,8/4/2022,A2,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,53.5,
2022,8/4/2022,A2,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,53.5,
2022,8/4/2022,A3,Stakes,1,Lycosidae,N/A,Mobile,Adult,31,N/A,
2022,8/4/2022,A3,Stakes,2,Lycosidae,N/A,Mobile,Adult,31,N/A,
2022,8/4/2022,A3,Stakes,2,Lycosidae,N/A,Mobile,Juvenile,31,N/A,
2022,8/4/2022,A3,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,31,N/A,
2022,8/4/2022,A3,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,31,N/A,
2022,8/4/2022,A3,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,31,N/A,
2022,8/4/2022,A4,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,36,65.5,
2022,8/4/2022,A4,Stakes + SS,1,Lycosidae,N/A,Mobile,Adult,36,65.5,
2022,8/4/2022,A4,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,36,65.5,
2022,8/4/2022,A4,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,36,65.5,
2022,8/4/2022,A4,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Adult,36,65.5,
2022,8/4/2022,A5,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,24.5,59,
2022,8/4/2022,A5,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,24.5,59,
2022,8/4/2022,A5,Stakes + SS,1,Salticidae,Sassacus,Mobile,Adult,24.5,59,
2022,8/4/2022,A5,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,24.5,59,
2022,8/4/2022,A5,Stakes + SS,3,Tetragnathidae,Glenognatha,Web,Adult,24.5,59,
2022,8/4/2022,A5,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,24.5,59,
2022,8/4/2022,A5,Stakes + SS,3,Mysmenidae,Mysmena,Web,Adult,24.5,59,
2022,8/4/2022,A6,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,37,53,
2022,8/4/2022,A6,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,37,53,
2022,8/4/2022,A6,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,37,53,
2022,8/4/2022,A6,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,37,53,
2022,8/4/2022,A6,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,37,53,
2022,8/4/2022,A6,SS,2,Thomisidae,Misumenoides,Mobile,Adult,37,53,
2022,8/4/2022,A6,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,37,53,
2022,8/4/2022,A6,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,37,53,
2022,8/4/2022,A6,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,37,53,
2022,8/4/2022,A6,SS,3,Oxyopidae,Oxyopes,Mobile,Juvenile,37,53,
2022,8/4/2022,A6,SS,3,Oxyopidae,Oxyopes,Mobile,Juvenile,37,53,
2022,8/4/2022,A7,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,37,N/A,
2022,8/4/2022,A7,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,37,N/A,
2022,8/4/2022,A7,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,37,N/A,
2022,8/4/2022,A7,Stakes,1,Unidentified,N/A,N/A,Juvenile,37,N/A,
2022,8/4/2022,A7,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,37,N/A,
2022,8/4/2022,A7,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,37,N/A,
2022,8/4/2022,A7,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,37,N/A,
2022,8/4/2022,A7,Stakes,3,Mysmenidae,Mysmena,Web,Adult,37,N/A,
2022,8/4/2022,A8,Nothing,1,Mysmenidae,Mysmena,Web,Adult,39,N/A,
2022,8/4/2022,A8,Nothing,1,Tetragnathidae,Tetragnatha,Web,Juvenile,39,N/A,
2022,8/4/2022,A8,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,39,N/A,
2022,8/4/2022,A8,Nothing,1,Unidentified,N/A,Web,Juvenile,39,N/A,
2022,8/4/2022,A8,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,39,N/A,
2022,8/4/2022,A8,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,39,N/A,
2022,8/4/2022,A8,Nothing,2,Tetragnathidae,N/A,Web,Adult,39,N/A,
2022,8/4/2022,A8,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,39,N/A,
2022,8/4/2022,A8,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,39,N/A,
2022,8/4/2022,A8,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,39,N/A,
2022,8/4/2022,A8,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,39,N/A,
2022,8/4/2022,A8,Nothing,3,Tetragnathidae,Pachygnatha,Web,Adult,39,N/A,
2022,8/4/2022,B1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,26,49.5,
2022,8/4/2022,B1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,26,49.5,
2022,8/4/2022,B1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,26,49.5,
2022,8/4/2022,B1,SS,1,Salticidae,Sassacus,Mobile,Adult,26,49.5,
2022,8/4/2022,B1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,26,49.5,
2022,8/4/2022,B1,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,26,49.5,
2022,8/4/2022,B1,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,26,49.5,
2022,8/4/2022,B1,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,26,49.5,
2022,8/4/2022,B1,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,26,49.5,
2022,8/4/2022,B1,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,26,49.5,
2022,8/4/2022,B1,SS,3,Tetragnathidae,Pachygnatha,Web,Adult,26,49.5,
2022,8/4/2022,B2,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,25.5,48.5,
2022,8/4/2022,B2,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,25.5,48.5,
2022,8/4/2022,B2,SS,1,Tetragnathidae,N/A,Web,Juvenile,25.5,48.5,
2022,8/4/2022,B2,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,25.5,48.5,
2022,8/4/2022,B2,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,25.5,48.5,
2022,8/4/2022,B2,SS,3,Mysmenidae,Mysmena,Web,Adult,25.5,48.5,
2022,8/4/2022,B3,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,38,57.5,
2022,8/4/2022,B3,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,38,57.5,
2022,8/4/2022,B3,SS,1,Salticidae,Sassacus,Mobile,Adult,38,57.5,
2022,8/4/2022,B3,SS,1,Tetragnathidae,Pachygnatha,Web,Juvenile,38,57.5,
2022,8/4/2022,B3,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,38,57.5,
2022,8/4/2022,B3,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,38,57.5,
2022,8/4/2022,B3,SS,2,Thomisidae,Misumenoides,Mobile,Adult,38,57.5,
2022,8/4/2022,B3,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,38,57.5,
2022,8/4/2022,B3,SS,3,Tetragnathidae,N/A,Web,Juvenile,38,57.5,
2022,8/4/2022,B3,SS,3,Linyphiidae,N/A,Web,Adult,38,57.5,
2022,8/4/2022,B4,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,31.5,N/A,
2022,8/4/2022,B4,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,31.5,N/A,
2022,8/4/2022,B4,Nothing,2,Thomisidae,Misumenoides,Mobile,Juvenile,31.5,N/A,
2022,8/4/2022,B4,Nothing,2,Thomisidae,Misumenoides,Mobile,Juvenile,31.5,N/A,
2022,8/4/2022,B4,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,31.5,N/A,
2022,8/4/2022,B4,Nothing,3,Mysmenidae,Mysmena,Web,Adult,31.5,N/A,
2022,8/4/2022,B5,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,29,51,
2022,8/4/2022,B5,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,29,51,
2022,8/4/2022,B5,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,29,51,
2022,8/4/2022,B5,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,29,51,
2022,8/4/2022,B5,SS,3,Thomisidae,Bassaniana,Mobile,Adult,29,51,
2022,8/4/2022,B6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,29.5,48.5,
2022,8/4/2022,B6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,29.5,48.5,
2022,8/4/2022,B6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,29.5,48.5,
2022,8/4/2022,B6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,29.5,48.5,
2022,8/4/2022,B6,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Adult,29.5,48.5,
2022,8/4/2022,B6,Stakes + SS,1,Linyphiidae,N/A,Web,Adult,29.5,48.5,
2022,8/4/2022,B6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,29.5,48.5,
