Year,Date,Plot,Treatment,Rep,Family,Genus,Hunting Method,Life Stage,Average Alfalfa Height (cm),Average SS Height (cm),
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,24,42,
2022,8/4/2022,E1,SS,1,Tetragnathidae,Meta,Web,Adult,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Adult,24,42,
2022,8/4/2022,E1,SS,1,Tetragnathidae,Meta,Web,Adult,24,42,
2022,8/4/2022,E1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,24,42,
2022,8/4/2022,E1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,24,42,
2022,8/4/2022,E1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,24,42,
2022,8/4/2022,E1,SS,2,Salticidae,Sassacus,Mobile,Adult,24,42,
2022,8/4/2022,E1,SS,2,Salticidae,Sassacus,Mobile,Adult,24,42,
2022,8/4/2022,E1,SS,2,Mysmenidae,Mysmena,Web,Adult,24,42,
2022,8/4/2022,E1,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,24,42,
2022,8/4/2022,E2,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,27.5,53,
2022,8/4/2022,E2,SS,1,Salticidae,Sassacus,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,1,Salticidae,Sassacus,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,1,Thomisidae,Misumenoides,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,1,Thomisidae,Misumenoides,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,53,
2022,8/4/2022,E2,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,53,
2022,8/4/2022,E2,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,53,
2022,8/4/2022,E2,SS,2,Salticidae,Sassacus,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,2,Tetragnathidae,Meta,Web,Adult,27.5,53,
2022,8/4/2022,E2,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,27.5,53,
2022,8/4/2022,E2,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,27.5,53,
2022,8/4/2022,E2,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,53,
2022,8/4/2022,E2,SS,3,Salticidae,Sassacus,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,3,Thomisidae,Misumenoides,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,3,Thomisidae,Misumenoides,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,3,Thomisidae,Misumenoides,Mobile,Adult,27.5,53,
2022,8/26/2022,A1,Nothing,1,0,0,0,0,20,N/A,
2022,8/26/2022,A1,Nothing,2,Lycosidae,Pardosa,Mobile,Adult,20,N/A,
2022,8/26/2022,A1,Nothing,2,Salticidae,Sassacus,Mobile,Adult,20,N/A,
2022,8/26/2022,A1,Nothing,3,Salticidae,Sassacus,Mobile,Adult,20,N/A,
2022,8/26/2022,A1,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,20,N/A,
2022,8/26/2022,A1,Nothing,3,Tetragnathidae,Tetragnatha,Web,Juvenile,20,N/A,
2022,8/26/2022,A1,Nothing,3,Linyphiidae,N/A,Web,Adult,20,N/A,
2022,8/26/2022,A2,Stakes + SS,1,Salticidae,Zygoballus,Mobile,Adult,20,94,
2022,8/26/2022,A2,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,20,94,
2022,8/26/2022,A2,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,20,94,
2022,8/26/2022,A2,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,20,94,
2022,8/26/2022,A2,Stakes + SS,2,0,0,0,0,20,94,
2022,8/26/2022,A2,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,20,94,
2022,8/26/2022,A3,Stakes,1,Tetragnathidae,Meta,Web,Juvenile,27.5,N/A,
2022,8/26/2022,A3,Stakes,1,Linyphiidae,N/A,Web,Adult,27.5,N/A,
2022,8/26/2022,A3,Stakes,1,Lycosidae,Pardosa,Mobile,Juvenile,27.5,N/A,
2022,8/26/2022,A3,Stakes,1,Salticidae,Sassacus,Mobile,Adult,27.5,N/A,
2022,8/26/2022,A3,Stakes,2,Lycosidae,Pardosa,Mobile,Adult,27.5,N/A,
2022,8/26/2022,A3,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,N/A,
2022,8/26/2022,A3,Stakes,2,Tetragnathidae,Tetragnatha,Web,Juvenile,27.5,N/A,
2022,8/26/2022,A3,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,N/A,
2022,8/26/2022,A3,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,8/26/2022,A3,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,8/26/2022,A3,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,8/26/2022,A4,Stakes + SS,1,Salticidae,Sassacus,Mobile,Juvenile,17.5,111.5,
2022,8/26/2022,A4,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Adult,17.5,111.5,
2022,8/26/2022,A4,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Adult,17.5,111.5,
2022,8/26/2022,A4,Stakes + SS,1,Salticidae,Sassacus,Mobile,Adult,17.5,111.5,
2022,8/26/2022,A4,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,17.5,111.5,
2022,8/26/2022,A4,Stakes + SS,1,Thomisidae,Bassianus,Mobile,Adult,17.5,111.5,
2022,8/26/2022,A4,Stakes + SS,1,Salticidae,Zygoballus,Mobile,Adult,17.5,111.5,
2022,8/26/2022,A4,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,17.5,111.5,
2022,8/26/2022,A4,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,17.5,111.5,
2022,8/26/2022,A4,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,17.5,111.5,
2022,8/26/2022,A4,Stakes + SS,3,0,0,0,0,17.5,111.5,
2022,8/26/2022,A5,Stakes + SS,1,Salticidae,Zygoballus,Mobile,Juvenile,23,90,
2022,8/26/2022,A5,Stakes + SS,1,Mimetidae,Ero,Mobile,Juvenile,23,90,
2022,8/26/2022,A5,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,23,90,
2022,8/26/2022,A5,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,23,90,
2022,8/26/2022,A5,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,23,90,
2022,8/26/2022,A5,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,23,90,
2022,8/26/2022,A5,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,23,90,
2022,8/26/2022,A5,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,23,90,
2022,8/26/2022,A5,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,23,90,
2022,8/26/2022,A5,Stakes + SS,3,Mimetidae,Ero,Mobile,Adult,23,90,
2022,8/26/2022,A6,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,22.5,97,
2022,8/26/2022,A6,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,22.5,97,
2022,8/26/2022,A6,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,22.5,97,
2022,8/26/2022,A6,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,22.5,97,
2022,8/26/2022,A6,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,22.5,97,
2022,8/26/2022,A6,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,22.5,97,
2022,8/26/2022,A6,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,22.5,97,
2022,8/26/2022,A6,SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,97,
2022,8/26/2022,A7,Stakes,1,Lycosidae,Pardosa,Mobile,Adult,24,N/A,
2022,8/26/2022,A7,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,24,N/A,
2022,8/26/2022,A7,Stakes,1,Thomisidae,Misumenoides,Mobile,Adult,24,N/A,
2022,8/26/2022,A7,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,24,N/A,
2022,8/26/2022,A7,Stakes,2,0,0,0,0,24,N/A,
2022,8/26/2022,A7,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,24,N/A,
2022,8/26/2022,A7,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,24,N/A,
2022,8/26/2022,A8,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,20,N/A,
2022,8/26/2022,A8,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,20,N/A,
2022,8/26/2022,A8,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,20,N/A,
2022,8/26/2022,A8,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,20,N/A,
2022,8/26/2022,A8,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,20,N/A,
2022,8/26/2022,A8,Nothing,2,Araneidae,Acanthepeira,Web,Adult,20,N/A,
2022,8/26/2022,A8,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,20,N/A,
2022,8/26/2022,A8,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,20,N/A,
2022,8/26/2022,A8,Nothing,3,Mimetidae,Ero,Mobile,Juvenile,20,N/A,
2022,8/26/2022,A8,Nothing,3,Tetragnathidae,Meta,Web,Adult,20,N/A,
2022,8/26/2022,B1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,22.5,92.5,
2022,8/26/2022,B1,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,92.5,
2022,8/26/2022,B1,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,92.5,
2022,8/26/2022,B1,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,92.5,
2022,8/26/2022,B1,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,92.5,
2022,8/26/2022,B1,SS,1,Oxyopidae,Oxyopes,Mobile,Juvenile,22.5,92.5,
2022,8/26/2022,B1,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,92.5,
2022,8/26/2022,B1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,22.5,92.5,
2022,8/26/2022,B1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,22.5,92.5,
2022,8/26/2022,B1,SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,92.5,
2022,8/26/2022,B1,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,92.5,
2022,8/26/2022,B1,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,92.5,
2022,8/26/2022,B1,SS,2,Tetragnathidae,Pachygnatha,Web,Adult,22.5,92.5,
2022,8/26/2022,B1,SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,92.5,
2022,8/26/2022,B1,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,92.5,
2022,8/26/2022,B2,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,18.5,90,
2022,8/26/2022,B2,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,90,
2022,8/26/2022,B2,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,90,
2022,8/26/2022,B2,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,18.5,90,
2022,8/26/2022,B2,SS,2,0,0,0,0,18.5,90,
2022,8/26/2022,B2,SS,3,Tetragnathidae,Pachygnatha,Web,Adult,18.5,90,
2022,8/26/2022,B3,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,21,77.5,
2022,8/26/2022,B3,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,21,77.5,
2022,8/26/2022,B3,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,21,77.5,
2022,8/26/2022,B3,SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B3,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,21,77.5,
2022,8/26/2022,B4,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,17.5,N/A,
2022,8/26/2022,B4,Nothing,1,Salticidae,Sassacus,Mobile,Adult,17.5,N/A,
2022,8/26/2022,B4,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,17.5,N/A,
2022,8/26/2022,B4,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,17.5,N/A,
2022,8/26/2022,B4,Nothing,2,Tetragnathidae,Tetragnatha,Web,Juvenile,17.5,N/A,
2022,8/26/2022,B4,Nothing,2,Tetragnathidae,Tetragnatha,Web,Juvenile,17.5,N/A,
2022,8/26/2022,B4,Nothing,2,Thomisidae,Misumenoides,Mobile,Juvenile,17.5,N/A,
2022,8/26/2022,B4,Nothing,2,Thomisidae,Misumenoides,Mobile,Juvenile,17.5,N/A,
2022,8/26/2022,B4,Nothing,2,Thomisidae,Misumenoides,Mobile,Juvenile,17.5,N/A,
2022,8/26/2022,B4,Nothing,3,Salticidae,Sassacus,Mobile,Juvenile,17.5,N/A,
2022,8/26/2022,B4,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,17.5,N/A,
2022,8/26/2022,B4,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,17.5,N/A,
2022,8/26/2022,B4,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,17.5,N/A,
2022,8/26/2022,B5,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,22,89,
2022,8/26/2022,B5,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,22,89,
2022,8/26/2022,B5,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,22,89,
2022,8/26/2022,B5,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,1,Tetragnathidae,Pachygnatha,Web,Adult,22,89,
2022,8/26/2022,B5,SS,1,Philodromidae,Philodromus,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,1,Oxyopidae,Oxyopes,Mobile,Adult,22,89,
2022,8/26/2022,B5,SS,1,Oxyopidae,Oxyopes,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,2,Tetragnathidae,Pachygnatha,Web,Adult,22,89,
2022,8/26/2022,B5,SS,2,Tetragnathidae,Pachygnatha,Web,Adult,22,89,
2022,8/26/2022,B5,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,22,89,
2022,8/26/2022,B5,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,22,89,
2022,8/26/2022,B5,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,22,89,
2022,8/26/2022,B6,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,80,
2022,8/26/2022,B6,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,80,
2022,8/26/2022,B6,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,80,
2022,8/26/2022,B6,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,80,
2022,8/26/2022,B6,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,80,
2022,8/26/2022,B6,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,80,
2022,8/26/2022,B6,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,18.5,80,
2022,8/26/2022,B6,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,80,
2022,8/26/2022,B6,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,80,
2022,8/26/2022,B6,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,80,
2022,8/26/2022,B6,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,80,
2022,8/26/2022,B7,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,N/A,
2022,8/26/2022,B7,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,N/A,
2022,8/26/2022,B7,Nothing,1,Tetragnathidae,Tetragnatha,Web,Juvenile,18.5,N/A,
2022,8/26/2022,B7,Nothing,1,Tetragnathidae,Tetragnatha,Web,Juvenile,18.5,N/A,
2022,8/26/2022,B7,Nothing,2,Tetragnathidae,Tetragnatha,Web,Juvenile,18.5,N/A,
2022,8/26/2022,B7,Nothing,2,Tetragnathidae,Tetragnatha,Web,Juvenile,18.5,N/A,
2022,8/26/2022,B7,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,18.5,N/A,
2022,8/26/2022,B7,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,18.5,N/A,
2022,8/26/2022,B7,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,N/A,
2022,8/26/2022,B7,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,18.5,N/A,
2022,8/26/2022,B8,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,1,Tetragnathidae,Pachygnatha,Web,Adult,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,95.5,
2022,8/26/2022,B8,Stakes + SS,3,Salticidae,Sassacus,Mobile,Adult,27.5,95.5,
2022,8/26/2022,C1,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,77.5,
2022,8/26/2022,C1,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,77.5,
2022,8/26/2022,C1,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,77.5,
2022,8/26/2022,C1,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,77.5,
2022,8/26/2022,C1,Stakes + SS,1,Tetragnathidae,Glenognatha,Web,Adult,22.5,77.5,
2022,8/26/2022,C1,Stakes + SS,2,0,0,0,0,22.5,77.5,
2022,8/26/2022,C1,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,22.5,77.5,
2022,8/26/2022,C1,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,22.5,77.5,
2022,8/26/2022,C1,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,77.5,
2022,8/26/2022,C1,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,77.5,
2022,8/26/2022,C2,Stakes,1,Tetragnathidae,Pachygnatha,Web,Adult,23.5,N/A,
2022,8/26/2022,C2,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,23.5,N/A,
2022,8/26/2022,C2,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,23.5,N/A,
2022,8/26/2022,C2,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,23.5,N/A,
2022,8/26/2022,C2,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,23.5,N/A,
2022,8/26/2022,C2,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,23.5,N/A,
2022,8/26/2022,C2,Stakes,2,Lycosidae,Pardosa,Mobile,Adult,23.5,N/A,
2022,8/26/2022,C2,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,23.5,N/A,
2022,8/26/2022,C2,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,23.5,N/A,
2022,8/26/2022,C2,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,23.5,N/A,
2022,8/26/2022,C3,SS,1,Salticidae,Sassacus,Mobile,Adult,22.5,75.5,
2022,8/26/2022,C3,SS,1,Salticidae,Sassacus,Mobile,Adult,22.5,75.5,
2022,8/26/2022,C3,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,1,Thomisidae,Misumenoides,Mobile,Adult,22.5,75.5,
2022,8/26/2022,C3,SS,1,Philodromidae,Philodromus,Mobile,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,1,Thomisidae,Misumenoides,Mobile,Adult,22.5,75.5,
2022,8/26/2022,C3,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,22.5,75.5,
2022,8/26/2022,C3,SS,1,Lycosidae,Pardosa,Mobile,Adult,22.5,75.5,
2022,8/26/2022,C3,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,2,Salticidae,Sassacus,Mobile,Adult,22.5,75.5,
2022,8/26/2022,C3,SS,2,Unidentified,N/A,N/A,N/A,22.5,75.5,
2022,8/26/2022,C3,SS,2,Tetragnathidae,Pachygnatha,Web,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,75.5,
2022,8/26/2022,C3,SS,3,Mimetidae,Ero,Mobile,Adult,22.5,75.5,
2022,8/26/2022,C4,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21,N/A,
