Year,Date,Plot,Treatment,Rep,Family,Genus,Hunting Method,Life Stage,Average Alfalfa Height (cm),Average SS Height (cm),
2022,8/26/2022,C4,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,21,N/A,
2022,8/26/2022,C4,Stakes,1,Salticidae,Sassacus,Mobile,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,2,Tetragnathidae,Tetragnatha,Web,Juvenile,21,N/A,
2022,8/26/2022,C4,Stakes,3,Mysmenidae,Mysmena,Web,Adult,21,N/A,
2022,8/26/2022,C5,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,21.5,N/A,
2022,8/26/2022,C5,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,21.5,N/A,
2022,8/26/2022,C5,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,21.5,N/A,
2022,8/26/2022,C5,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21.5,N/A,
2022,8/26/2022,C5,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21.5,N/A,
2022,8/26/2022,C5,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21.5,N/A,
2022,8/26/2022,C5,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21.5,N/A,
2022,8/26/2022,C5,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21.5,N/A,
2022,8/26/2022,C5,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21.5,N/A,
2022,8/26/2022,C5,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,21.5,N/A,
2022,8/26/2022,C5,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,21.5,N/A,
2022,8/26/2022,C5,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,21.5,N/A,
2022,8/26/2022,C5,Stakes,3,Mimetidae,Ero,Mobile,Adult,21.5,N/A,
2022,8/26/2022,C6,Stakes + SS,1,Tetragnathidae,Meta,Web,Adult,23,83.5,
2022,8/26/2022,C6,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,23,83.5,
2022,8/26/2022,C6,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,23,83.5,
2022,8/26/2022,C6,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,23,83.5,
2022,8/26/2022,C6,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,23,83.5,
2022,8/26/2022,C6,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,23,83.5,
2022,8/26/2022,C7,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,19.5,N/A,
2022,8/26/2022,C7,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,19.5,N/A,
2022,8/26/2022,C7,Nothing,2,Thomisidae,Misumenoides,Mobile,Juvenile,19.5,N/A,
2022,8/26/2022,C7,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,19.5,N/A,
2022,8/26/2022,C7,Nothing,3,0,0,0,0,19.5,N/A,
2022,8/26/2022,C8,Stakes,1,Tetragnathidae,Pachygnatha,Web,Adult,22.5,N/A,
2022,8/26/2022,C8,Stakes,2,0,0,0,0,22.5,N/A,
2022,8/26/2022,C8,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,22.5,N/A,
2022,8/26/2022,C8,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,N/A,
2022,8/26/2022,D1,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,N/A,
2022,8/26/2022,D1,Stakes,1,Salticidae,Sassacus,Mobile,Adult,22.5,N/A,
2022,8/26/2022,D1,Stakes,2,Linyphiidae,N/A,Web,Adult,22.5,N/A,
2022,8/26/2022,D1,Stakes,2,Tetragnathidae,Meta,Web,Adult,22.5,N/A,
2022,8/26/2022,D1,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,22.5,N/A,
2022,8/26/2022,D1,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,N/A,
2022,8/26/2022,D1,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,N/A,
2022,8/26/2022,D1,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,22.5,N/A,
2022,8/26/2022,D2,Stakes,1,Thomisidae,Misumenoides,Mobile,Adult,17.5,N/A,
2022,8/26/2022,D2,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,17.5,N/A,
2022,8/26/2022,D2,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,17.5,N/A,
2022,8/26/2022,D2,Stakes,1,Tetragnathidae,Meta,Web,Adult,17.5,N/A,
2022,8/26/2022,D2,Stakes,2,0,0,0,0,17.5,N/A,
2022,8/26/2022,D2,Stakes,3,Tetragnathidae,Glenognatha,Web,Adult,17.5,N/A,
2022,8/26/2022,D3,Stakes + SS,1,Tetragnathidae,Pachygnatha,Web,Adult,17,85.5,
2022,8/26/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,17,85.5,
2022,8/26/2022,D3,Stakes + SS,1,Salticidae,Sassacus,Mobile,Juvenile,17,85.5,
2022,8/26/2022,D3,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,17,85.5,
2022,8/26/2022,D3,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,17,85.5,
2022,8/26/2022,D4,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,18,N/A,
2022,8/26/2022,D4,Nothing,1,Tetragnathidae,Tetragnatha,Web,Juvenile,18,N/A,
2022,8/26/2022,D4,Nothing,1,Tetragnathidae,Tetragnatha,Web,Juvenile,18,N/A,
2022,8/26/2022,D4,Nothing,2,0,0,0,0,18,N/A,
2022,8/26/2022,D4,Nothing,3,0,0,0,0,18,N/A,
2022,8/26/2022,D5,Nothing,1,Linyphiidae,N/A,Web,Adult,24,N/A,
2022,8/26/2022,D5,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,24,N/A,
2022,8/26/2022,D5,Nothing,3,Tetragnathidae,Tetragnatha,Web,Juvenile,24,N/A,
2022,8/26/2022,D6,Nothing,1,0,0,0,0,20,N/A,
2022,8/26/2022,D6,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,20,N/A,
2022,8/26/2022,D6,Nothing,3,Tetragnathidae,Meta,Web,Adult,20,N/A,
2022,8/26/2022,E1,SS,1,Lycosidae,Pardosa,Mobile,Adult,19.5,98.5,
2022,8/26/2022,E1,SS,1,Lycosidae,Pardosa,Mobile,Juvenile,19.5,98.5,
2022,8/26/2022,E1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,19.5,98.5,
2022,8/26/2022,E1,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,19.5,98.5,
2022,8/26/2022,E1,SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,19.5,98.5,
2022,8/26/2022,E1,SS,3,Tetragnathidae,Glenognatha,Web,Adult,19.5,98.5,
2022,8/26/2022,E2,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,19.5,69.5,
2022,8/26/2022,E2,SS,2,Salticidae,Sassacus,Mobile,Adult,19.5,69.5,
2022,8/26/2022,E2,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,19.5,69.5,
2022,8/26/2022,E2,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,19.5,69.5,
2022,8/26/2022,E2,SS,3,0,0,0,0,19.5,69.5,
2022,8/31/2022,A1,Nothing,1,Araneidae,Argiope,Web,Adult,33,N/A,
2022,8/31/2022,A1,Nothing,2,Philodromidae,Philodromus,Mobile,Adult,33,N/A,
2022,8/31/2022,A1,Nothing,3,0,0,0,0,33,N/A,
2022,8/31/2022,A2,Stakes + SS,1,Salticidae,Sassacus,Mobile,Adult,34.5,128,
2022,8/31/2022,A2,Stakes + SS,1,Oxyopidae,Oxyopes,Mobile,Adult,34.5,128,
2022,8/31/2022,A2,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,34.5,128,
2022,8/31/2022,A2,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,34.5,128,
2022,8/31/2022,A2,Stakes + SS,1,Tetragnathidae,Meta,Web,Adult,34.5,128,
2022,8/31/2022,A2,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,34.5,128,
2022,8/31/2022,A2,Stakes + SS,2,Salticidae,Sassacus,Mobile,Adult,34.5,128,
2022,8/31/2022,A2,Stakes + SS,3,0,0,0,0,34.5,128,
2022,8/31/2022,A3,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,40.5,N/A,
2022,8/31/2022,A3,Stakes,1,Thomisidae,Misumenoides,Mobile,Adult,40.5,N/A,
2022,8/31/2022,A3,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,40.5,N/A,
2022,8/31/2022,A3,Stakes,1,Araneidae,Argiope,Web,Adult,40.5,N/A,
2022,8/31/2022,A3,Stakes,2,Araneidae,Gea,Web,Adult,40.5,N/A,
2022,8/31/2022,A3,Stakes,3,0,0,0,0,40.5,N/A,
2022,8/31/2022,A4,Stakes + SS,1,0,0,0,0,32,133.5,
2022,8/31/2022,A4,Stakes + SS,2,Oxyopidae,Oxyopes,Mobile,Adult,32,133.5,
2022,8/31/2022,A4,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,32,133.5,
2022,8/31/2022,A5,Stakes + SS,1,Tetragnathidae,Meta,Web,Adult,33,101,
2022,8/31/2022,A5,Stakes + SS,1,Araneidae,Gea,Web,Adult,33,101,
2022,8/31/2022,A5,Stakes + SS,2,0,0,0,0,33,101,
2022,8/31/2022,A5,Stakes + SS,3,Tetragnathidae,Glenognatha,Web,Adult,33,101,
2022,8/31/2022,A5,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,33,101,
2022,8/31/2022,A5,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,33,101,
2022,8/31/2022,A5,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,33,101,
2022,8/31/2022,A5,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,33,101,
2022,8/31/2022,A6,SS,1,Salticidae,Sassacus,Mobile,Adult,35,121,
2022,8/31/2022,A6,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,35,121,
2022,8/31/2022,A6,SS,2,Tetragnathidae,Meta,Web,Juvenile,35,121,
2022,8/31/2022,A6,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,35,121,
2022,8/31/2022,A6,SS,3,Tetragnathidae,Meta,Web,Adult,35,121,
2022,8/31/2022,A7,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,46.5,N/A,
2022,8/31/2022,A7,Stakes,2,Mimetidae,Ero,Mobile,Adult,46.5,N/A,
2022,8/31/2022,A7,Stakes,3,0,0,0,0,46.5,N/A,
2022,8/31/2022,A8,Nothing,1,0,0,0,0,28.5,N/A,
2022,8/31/2022,A8,Nothing,2,0,0,0,0,28.5,N/A,
2022,8/31/2022,A8,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,28.5,N/A,
2022,8/31/2022,A8,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,28.5,N/A,
2022,8/31/2022,B1,SS,1,Salticidae,Sassacus,Mobile,Adult,33.5,109.5,
2022,8/31/2022,B1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,33.5,109.5,
2022,8/31/2022,B1,SS,2,Philodromidae,Philodromus,Mobile,Adult,33.5,109.5,
2022,8/31/2022,B1,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,33.5,109.5,
2022,8/31/2022,B1,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,33.5,109.5,
2022,8/31/2022,B1,SS,3,Salticidae,Sassacus,Mobile,Adult,33.5,109.5,
2022,8/31/2022,B1,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,33.5,109.5,
2022,8/31/2022,B1,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,33.5,109.5,
2022,8/31/2022,B2,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,34.5,87,
2022,8/31/2022,B2,SS,2,0,0,0,0,34.5,87,
2022,8/31/2022,B2,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,34.5,87,
2022,8/31/2022,B2,SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,34.5,87,
2022,8/31/2022,B2,SS,3,Tetragnathidae,Glenognatha,Web,Adult,34.5,87,
2022,8/31/2022,B3,SS,1,Thomisidae,Misumenoides,Mobile,Adult,34,85.5,
2022,8/31/2022,B3,SS,1,Araneidae,Argiope,Web,Adult,34,85.5,
2022,8/31/2022,B3,SS,1,Salticidae,Sassacus,Mobile,Adult,34,85.5,
2022,8/31/2022,B3,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,34,85.5,
2022,8/31/2022,B3,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,34,85.5,
2022,8/31/2022,B3,SS,2,Lycosidae,Pardosa,Mobile,Juvenile,34,85.5,
2022,8/31/2022,B3,SS,3,0,0,0,0,34,85.5,
2022,8/31/2022,B4,Nothing,1,0,0,0,0,30.5,N/A,
2022,8/31/2022,B4,Nothing,2,0,0,0,0,30.5,N/A,
2022,8/31/2022,B4,Nothing,3,0,0,0,0,30.5,N/A,
2022,8/31/2022,B5,SS,1,Salticidae,Sassacus,Mobile,Adult,39.5,89,
2022,8/31/2022,B5,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,39.5,89,
2022,8/31/2022,B5,SS,3,0,0,0,0,39.5,89,
2022,8/31/2022,B6,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Adult,30,105,
2022,8/31/2022,B6,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,30,105,
2022,8/31/2022,B6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,30,105,
2022,8/31/2022,B6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,30,105,
2022,8/31/2022,B6,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,30,105,
2022,8/31/2022,B6,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,30,105,
2022,8/31/2022,B6,Stakes + SS,3,0,0,0,0,30,105,
2022,8/31/2022,B7,Nothing,1,Salticidae,Sassacus,Mobile,Adult,32.5,N/A,
2022,8/31/2022,B7,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,32.5,N/A,
2022,8/31/2022,B7,Nothing,3,0,0,0,0,32.5,N/A,
2022,8/31/2022,B8,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Adult,39.5,98.5,
2022,8/31/2022,B8,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,39.5,98.5,
2022,8/31/2022,B8,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,39.5,98.5,
2022,8/31/2022,B8,Stakes + SS,1,Lycosidae,Pardosa,Mobile,Adult,39.5,98.5,
2022,8/31/2022,B8,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,39.5,98.5,
2022,8/31/2022,B8,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,39.5,98.5,
2022,8/31/2022,B8,Stakes + SS,3,Philodromidae,Philodromus,Mobile,Adult,39.5,98.5,
2022,8/31/2022,B8,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,39.5,98.5,
2022,8/31/2022,C1,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,33,86.5,
2022,8/31/2022,C1,Stakes + SS,1,Salticidae,Sassacus,Mobile,Adult,33,86.5,
2022,8/31/2022,C1,Stakes + SS,1,Salticidae,Sassacus,Mobile,Adult,33,86.5,
2022,8/31/2022,C1,Stakes + SS,1,Lycosidae,Pardosa,Mobile,Adult,33,86.5,
2022,8/31/2022,C1,Stakes + SS,2,0,0,0,0,33,86.5,
2022,8/31/2022,C1,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,33,86.5,
2022,8/31/2022,C1,Stakes + SS,3,Philodromidae,Philodromus,Mobile,Adult,33,86.5,
2022,8/31/2022,C1,Stakes + SS,3,Philodromidae,Philodromus,Mobile,Juvenile,33,86.5,
2022,8/31/2022,C2,Stakes,1,0,0,0,0,31.5,N/A,
2022,8/31/2022,C2,Stakes,2,0,0,0,0,31.5,N/A,
2022,8/31/2022,C2,Stakes,3,0,0,0,0,31.5,N/A,
2022,8/31/2022,C3,SS,1,Salticidae,Sassacus,Mobile,Adult,32.5,68.5,
2022,8/31/2022,C3,SS,1,Salticidae,Sassacus,Mobile,Adult,32.5,68.5,
2022,8/31/2022,C3,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32.5,68.5,
2022,8/31/2022,C3,SS,1,Tetragnathidae,Pachygnatha,Web,Adult,32.5,68.5,
2022,8/31/2022,C3,SS,1,Thomisidae,Misumenoides,Mobile,Adult,32.5,68.5,
2022,8/31/2022,C3,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,32.5,68.5,
2022,8/31/2022,C3,SS,2,0,0,0,0,32.5,68.5,
2022,8/31/2022,C3,SS,3,Salticidae,Sassacus,Mobile,Adult,32.5,68.5,
2022,8/31/2022,C4,Stakes,1,Salticidae,Sassacus,Mobile,Adult,37.5,N/A,
2022,8/31/2022,C4,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,37.5,N/A,
2022,8/31/2022,C4,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,37.5,N/A,
2022,8/31/2022,C4,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,37.5,N/A,
2022,8/31/2022,C4,Stakes,2,Tetragnathidae,Tetragnatha,Web,Juvenile,37.5,N/A,
2022,8/31/2022,C4,Stakes,3,Tetragnathidae,Tetragnatha,Web,Juvenile,37.5,N/A,
2022,8/31/2022,C5,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,31,N/A,
2022,8/31/2022,C5,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,31,N/A,
2022,8/31/2022,C5,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,31,N/A,
2022,8/31/2022,C5,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,31,N/A,
2022,8/31/2022,C5,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,31,N/A,
2022,8/31/2022,C5,Stakes,2,0,0,0,0,31,N/A,
2022,8/31/2022,C5,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,31,N/A,
2022,8/31/2022,C6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,34,82.5,
2022,8/31/2022,C6,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,34,82.5,
2022,8/31/2022,C6,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,34,82.5,
2022,8/31/2022,C6,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,34,82.5,
2022,8/31/2022,C6,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,34,82.5,
2022,8/31/2022,C6,Stakes + SS,3,0,0,0,0,34,82.5,
2022,8/31/2022,C7,Nothing,1,Salticidae,Sassacus,Mobile,Adult,34.5,N/A,
2022,8/31/2022,C7,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,34.5,N/A,
2022,8/31/2022,C7,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,34.5,N/A,
2022,8/31/2022,C7,Nothing,2,Thomisidae,Misumenoides,Mobile,Juvenile,34.5,N/A,
2022,8/31/2022,C7,Nothing,2,Thomisidae,Misumenoides,Mobile,Juvenile,34.5,N/A,
2022,8/31/2022,C7,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,8/31/2022,C7,Nothing,3,Salticidae,Sassacus,Mobile,Adult,34.5,N/A,
2022,8/31/2022,C8,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,40,N/A,
2022,8/31/2022,C8,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,40,N/A,
2022,8/31/2022,C8,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,40,N/A,
2022,8/31/2022,C8,Stakes,2,Philodromidae,Philodromus,Mobile,Adult,40,N/A,
2022,8/31/2022,C8,Stakes,2,Tetragnathidae,Tetragnatha,Web,Juvenile,40,N/A,
2022,8/31/2022,C8,Stakes,3,Tetragnathidae,Pachygnatha,Web,Adult,40,N/A,
2022,8/31/2022,D1,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,34,N/A,
2022,8/31/2022,D1,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,34,N/A,
2022,8/31/2022,D1,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,34,N/A,
2022,8/31/2022,D1,Stakes,3,Lycosidae,Pardosa,Mobile,Adult,34,N/A,
2022,8/31/2022,D1,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,34,N/A,
2022,8/31/2022,D2,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,28,N/A,
2022,8/31/2022,D2,Stakes,1,Thomisidae,Misumenoides,Mobile,Juvenile,28,N/A,
2022,8/31/2022,D2,Stakes,1,Araneidae,Acanthepeira,Web,Adult,28,N/A,
2022,8/31/2022,D2,Stakes,2,Unidentified,N/A,N/A,N/A,28,N/A,
2022,8/31/2022,D2,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,28,N/A,
2022,8/31/2022,D2,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,28,N/A,
2022,8/31/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,30.5,104,
2022,8/31/2022,D3,Stakes + SS,1,Salticidae,Sassacus,Mobile,Adult,30.5,104,
2022,8/31/2022,D3,Stakes + SS,1,Tetragnathidae,Pachygnatha,Web,Juvenile,30.5,104,
2022,8/31/2022,D3,Stakes + SS,2,Tetragnathidae,Pachygnatha,Web,Juvenile,30.5,104,
2022,8/31/2022,D3,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,30.5,104,
2022,8/31/2022,D3,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Adult,30.5,104,
2022,8/31/2022,D3,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,30.5,104,
2022,8/31/2022,D3,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,30.5,104,
2022,8/31/2022,D3,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,30.5,104,
2022,8/31/2022,D3,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,30.5,104,
2022,8/31/2022,D4,Nothing,1,Tetragnathidae,Meta,Web,Juvenile,30.5,N/A,
2022,8/31/2022,D4,Nothing,2,0,0,0,0,30.5,N/A,
2022,8/31/2022,D4,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,30.5,N/A,
2022,8/31/2022,D4,Nothing,3,Philodromidae,Philodromus,Mobile,Adult,30.5,N/A,
2022,8/31/2022,D4,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,30.5,N/A,
2022,8/31/2022,D5,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,29,N/A,
2022,8/31/2022,D5,Nothing,2,0,0,0,0,29,N/A,
2022,8/31/2022,D5,Nothing,3,Salticidae,Zygoballus,Mobile,Adult,29,N/A,
2022,8/31/2022,D5,Nothing,3,Tetragnathidae,Tetragnatha,Web,Juvenile,29,N/A,
2022,8/31/2022,D5,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,29,N/A,
2022,8/31/2022,D6,Nothing,1,Tetragnathidae,Meta,Web,Adult,32,N/A,
2022,8/31/2022,D6,Nothing,1,Salticidae,Sassacus,Mobile,Adult,32,N/A,
2022,8/31/2022,D6,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,32,N/A,
2022,8/31/2022,D6,Nothing,3,0,0,0,0,32,N/A,
2022,8/31/2022,E1,SS,1,Salticidae,Sassacus,Mobile,Adult,31.5,110.5,
2022,8/31/2022,E1,SS,1,Salticidae,Sassacus,Mobile,Adult,31.5,110.5,
2022,8/31/2022,E1,SS,1,Thomisidae,Misumenoides,Mobile,Adult,31.5,110.5,
2022,8/31/2022,E1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,31.5,110.5,
2022,8/31/2022,E1,SS,3,0,0,0,0,31.5,110.5,
2022,8/31/2022,E2,SS,1,Salticidae,Sassacus,Mobile,Adult,36.5,89,
2022,8/31/2022,E2,SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,36.5,89,
2022,8/31/2022,E2,SS,1,Tetragnathidae,Glenognatha,Web,Adult,36.5,89,
2022,8/31/2022,E2,SS,2,0,0,0,0,36.5,89,
2022,8/31/2022,E2,SS,3,0,0,0,0,36.5,89,
